citizenId,name,gender,dob,occupation,incomeCategory,mobile
C00414,Citizen_414,F,1979-04-01,Farmer,Low,9000000413
C00415,Citizen_415,M,1994-10-28,Unemployed,High,9000000414
C00416,Citizen_416,M,1995-08-02,Unemployed,Middle,9000000415
C00417,Citizen_417,M,1987-12-14,Private Employee,Low,9000000416
C00418,Citizen_418,F,1967-10-12,Student,Low,9000000417
C00419,Citizen_419,F,1987-01-08,Government Employee,Low,9000000418
C00420,Citizen_420,M,1974-07-24,Farmer,Low,9000000419
C00421,Citizen_421,M,1963-02-02,Private Employee,Middle,9000000420
C00422,Citizen_422,M,1978-01-11,Student,High,9000000421
C00423,Citizen_423,M,1978-03-20,Unemployed,Middle,9000000422
C00424,Citizen_424,M,2002-02-03,Business Owner,High,9000000423
C00425,Citizen_425,M,1991-12-24,Student,Low,9000000424
C00426,Citizen_426,F,2005-05-12,Business Owner,High,9000000425
C00427,Citizen_427,M,1993-05-11,Agricultural Labour,Low,9000000426
C00428,Citizen_428,F,1986-12-20,Retired,Middle,9000000427
C00429,Citizen_429,M,1973-03-27,Government Employee,Middle,9000000428
C00430,Citizen_430,M,1967-06-24,Private Employee,Low,9000000429
C00431,Citizen_431,M,2004-08-21,Retired,Low,9000000430
C00432,Citizen_432,M,1991-01-09,Business Owner,High,9000000431
C00433,Citizen_433,F,1979-02-02,Business Owner,High,9000000432
C00434,Citizen_434,F,1991-01-28,Unemployed,Middle,9000000433
C00435,Citizen_435,F,1962-04-07,Unemployed,Low,9000000434
C00436,Citizen_436,F,1994-01-22,Business Owner,Low,9000000435
C00437,Citizen_437,F,1961-10-25,Student,Middle,9000000436
C00438,Citizen_438,M,2008-01-11,Unemployed,Middle,9000000437
C00439,Citizen_439,M,1966-09-13,Business Owner,High,9000000438
C00440,Citizen_440,F,1987-10-24,Business Owner,Low,9000000439
C00441,Citizen_441,F,1989-12-08,Private Employee,Low,9000000440
C00442,Citizen_442,F,2003-05-03,Government Employee,High,9000000441
C00443,Citizen_443,F,1981-10-13,Farmer,High,9000000442
C00444,Citizen_444,F,1983-05-22,Business Owner,High,9000000443
C00445,Citizen_445,M,1967-05-19,Student,Middle,9000000444
C00446,Citizen_446,M,1988-08-01,Retired,Low,9000000445
C00447,Citizen_447,F,1962-06-16,Government Employee,Middle,9000000446
C00448,Citizen_448,M,1997-02-09,Student,Low,9000000447
C00449,Citizen_449,F,1971-05-25,Business Owner,Middle,9000000448
C00450,Citizen_450,F,1968-04-21,Private Employee,Low,9000000449
C00451,Citizen_451,M,1974-02-21,Farmer,Low,9000000450
C00452,Citizen_452,F,1997-06-02,Government Employee,Low,9000000451
C00453,Citizen_453,F,1976-01-22,Student,High,9000000452
C00454,Citizen_454,M,1998-04-12,Agricultural Labour,Low,9000000453
C00455,Citizen_455,F,1967-09-03,Government Employee,Low,9000000454
C00456,Citizen_456,F,1996-06-27,Unemployed,Low,9000000455
C00457,Citizen_457,F,1978-03-01,Student,High,9000000456
C00458,Citizen_458,F,1981-07-21,Student,Middle,9000000457
C00459,Citizen_459,F,1999-01-06,Student,Low,9000000458
C00460,Citizen_460,F,1969-10-01,Agricultural Labour,High,9000000459
C00461,Citizen_461,M,1980-09-23,Student,Low,9000000460
C00462,Citizen_462,F,1997-01-22,Private Employee,Middle,9000000461
C00463,Citizen_463,M,1964-04-19,Unemployed,High,9000000462
C00464,Citizen_464,M,1993-01-20,Retired,High,9000000463
C00465,Citizen_465,F,1980-05-07,Business Owner,Low,9000000464
C00466,Citizen_466,F,1975-06-08,Retired,Middle,9000000465
C00467,Citizen_467,M,2004-04-15,Unemployed,Middle,9000000466
C00468,Citizen_468,M,1982-09-17,Agricultural Labour,Middle,9000000467
C00469,Citizen_469,F,1998-04-15,Unemployed,Low,9000000468
C00470,Citizen_470,M,1994-04-25,Unemployed,High,9000000469
C00471,Citizen_471,M,1998-05-26,Business Owner,Middle,9000000470
C00472,Citizen_472,F,1967-02-14,Unemployed,High,9000000471
C00473,Citizen_473,M,1996-08-21,Government Employee,Low,9000000472
C00474,Citizen_474,F,1960-03-04,Unemployed,Middle,9000000473
C00475,Citizen_475,F,2007-02-05,Farmer,Middle,9000000474
C00476,Citizen_476,M,2004-03-03,Private Employee,High,9000000475
C00477,Citizen_477,F,1987-06-05,Unemployed,High,9000000476
C00478,Citizen_478,M,2005-05-04,Student,Middle,9000000477
C00479,Citizen_479,M,2006-01-03,Student,Middle,9000000478
C00480,Citizen_480,F,2000-08-24,Unemployed,Middle,9000000479
C00481,Citizen_481,F,2004-03-24,Private Employee,High,9000000480
C00482,Citizen_482,M,1969-01-19,Student,High,9000000481
C00483,Citizen_483,F,1984-06-15,Private Employee,High,9000000482
C00484,Citizen_484,F,2009-02-08,Business Owner,Middle,9000000483
C00485,Citizen_485,F,1963-10-17,Unemployed,Middle,9000000484
C00486,Citizen_486,F,1984-06-25,Private Employee,Low,9000000485
C00487,Citizen_487,M,2007-12-07,Unemployed,High,9000000486
C00488,Citizen_488,F,1996-10-11,Agricultural Labour,Middle,9000000487
C00489,Citizen_489,F,1970-02-10,Business Owner,Middle,9000000488
C00490,Citizen_490,F,1974-03-10,Business Owner,High,9000000489
C00491,Citizen_491,M,1974-11-09,Private Employee,Low,9000000490
C00492,Citizen_492,M,1995-09-25,Private Employee,Low,9000000491
C00493,Citizen_493,M,1994-09-26,Government Employee,Low,9000000492
C00494,Citizen_494,F,1961-06-07,Business Owner,High,9000000493
C00495,Citizen_495,F,2006-08-17,Private Employee,Middle,9000000494
C00496,Citizen_496,F,1967-12-23,Agricultural Labour,Middle,9000000495
C00497,Citizen_497,F,1991-05-03,Private Employee,Middle,9000000496
C00498,Citizen_498,M,1982-02-24,Government Employee,High,9000000497
C00499,Citizen_499,M,1980-03-17,Student,Middle,9000000498
C00500,Citizen_500,F,2000-12-17,Agricultural Labour,High,9000000499
C00501,Citizen_501,F,1962-07-04,Student,Low,9000000500
C00502,Citizen_502,M,2000-11-01,Government Employee,Low,9000000501
C00503,Citizen_503,F,1974-11-07,Business Owner,Middle,9000000502
C00504,Citizen_504,M,1991-03-24,Retired,Middle,9000000503
C00505,Citizen_505,M,1972-11-03,Government Employee,Low,9000000504
C00506,Citizen_506,F,1964-08-18,Government Employee,High,9000000505
C00507,Citizen_507,M,1962-07-23,Business Owner,High,9000000506
C00508,Citizen_508,F,2000-10-08,Student,Middle,9000000507
C00509,Citizen_509,M,1979-04-10,Retired,Middle,9000000508
C00510,Citizen_510,F,1998-06-18,Retired,Middle,9000000509
C00511,Citizen_511,M,1974-02-25,Business Owner,Middle,9000000510
C00512,Citizen_512,F,1980-04-22,Unemployed,Low,9000000511
C00513,Citizen_513,M,1989-06-22,Agricultural Labour,Middle,9000000512
C00514,Citizen_514,F,2005-03-25,Retired,Middle,9000000513
C00515,Citizen_515,F,2003-04-01,Business Owner,Middle,9000000514
C00516,Citizen_516,M,2010-07-02,Student,Middle,9000000515
C00517,Citizen_517,F,1986-07-26,Retired,Middle,9000000516
C00518,Citizen_518,F,1976-01-09,Retired,High,9000000517
C00519,Citizen_519,M,1981-11-27,Farmer,Middle,9000000518
C00520,Citizen_520,F,1986-04-19,Private Employee,High,9000000519
C00521,Citizen_521,M,2009-11-04,Student,Low,9000000520
C00522,Citizen_522,M,2006-01-26,Unemployed,Low,9000000521
C00523,Citizen_523,F,1982-09-03,Farmer,High,9000000522
C00524,Citizen_524,M,1983-09-07,Private Employee,High,9000000523
C00525,Citizen_525,F,2005-04-10,Private Employee,Middle,9000000524
C00526,Citizen_526,F,1986-04-18,Government Employee,Low,9000000525
C00527,Citizen_527,M,1961-09-04,Unemployed,Middle,9000000526
C00528,Citizen_528,M,1970-05-10,Farmer,Low,9000000527
C00529,Citizen_529,M,1962-05-24,Agricultural Labour,Middle,9000000528
C00530,Citizen_530,F,1968-12-09,Agricultural Labour,Low,9000000529
C00531,Citizen_531,M,1992-12-23,Unemployed,Low,9000000530
C00532,Citizen_532,M,2007-09-20,Private Employee,Low,9000000531
C00533,Citizen_533,F,1972-10-28,Business Owner,Middle,9000000532
C00534,Citizen_534,F,1992-12-01,Business Owner,Middle,9000000533
C00535,Citizen_535,F,1972-02-09,Retired,Middle,9000000534
C00536,Citizen_536,F,1987-02-08,Unemployed,High,9000000535
C00537,Citizen_537,F,1990-05-23,Government Employee,Middle,9000000536
C00538,Citizen_538,M,1991-12-13,Student,High,9000000537
C00539,Citizen_539,M,1988-04-19,Farmer,Middle,9000000538
C00540,Citizen_540,M,1988-06-16,Agricultural Labour,High,9000000539
C00541,Citizen_541,F,1981-03-26,Agricultural Labour,Low,9000000540
C00542,Citizen_542,M,1973-08-19,Government Employee,Low,9000000541
C00543,Citizen_543,M,1985-10-27,Retired,High,9000000542
C00544,Citizen_544,M,1963-08-09,Unemployed,Middle,9000000543
C00545,Citizen_545,F,1969-01-11,Unemployed,Low,9000000544
C00546,Citizen_546,F,2004-04-25,Retired,High,9000000545
C00547,Citizen_547,F,1980-11-08,Student,Middle,9000000546
C00548,Citizen_548,F,1992-09-28,Agricultural Labour,Low,9000000547
C00549,Citizen_549,F,2004-02-13,Private Employee,Low,9000000548
C00550,Citizen_550,M,1993-12-04,Private Employee,Low,9000000549
C00551,Citizen_551,F,1967-01-14,Retired,Low,9000000550
C00552,Citizen_552,F,1968-12-28,Unemployed,Middle,9000000551
C00553,Citizen_553,M,1978-02-14,Business Owner,High,9000000552
C00554,Citizen_554,F,1993-06-20,Student,High,9000000553
C00555,Citizen_555,M,1969-05-17,Government Employee,High,9000000554
C00556,Citizen_556,F,1993-10-09,Retired,Middle,9000000555
C00557,Citizen_557,M,1981-12-24,Private Employee,Low,9000000556
C00558,Citizen_558,F,1960-06-14,Private Employee,Low,9000000557
C00559,Citizen_559,F,1964-01-10,Government Employee,Low,9000000558
C00560,Citizen_560,M,1994-08-11,Agricultural Labour,Low,9000000559
C00561,Citizen_561,F,1998-03-03,Student,High,9000000560
C00562,Citizen_562,M,1982-11-01,Government Employee,Middle,9000000561
C00563,Citizen_563,F,1987-10-24,Business Owner,Middle,9000000562
C00564,Citizen_564,F,1976-09-18,Government Employee,Low,9000000563
C00565,Citizen_565,M,1966-12-07,Business Owner,Low,9000000564
C00566,Citizen_566,F,1996-02-05,Unemployed,Middle,9000000565
C00567,Citizen_567,F,2007-10-22,Retired,Low,9000000566
C00568,Citizen_568,M,1960-04-07,Agricultural Labour,High,9000000567
C00569,Citizen_569,M,1969-03-16,Farmer,Middle,9000000568
C00570,Citizen_570,M,1963-03-17,Retired,Middle,9000000569
C00571,Citizen_571,F,1980-05-17,Agricultural Labour,Low,9000000570
C00572,Citizen_572,F,1984-07-23,Retired,Middle,9000000571
C00573,Citizen_573,F,1993-06-17,Agricultural Labour,High,9000000572
C00574,Citizen_574,M,1970-11-27,Business Owner,High,9000000573
C00575,Citizen_575,M,1987-09-15,Retired,High,9000000574
C00576,Citizen_576,F,2003-02-18,Unemployed,High,9000000575
C00577,Citizen_577,F,1971-01-28,Student,Middle,9000000576
C00578,Citizen_578,F,2006-07-07,Government Employee,Middle,9000000577
C00579,Citizen_579,F,1971-12-01,Government Employee,Middle,9000000578
C00580,Citizen_580,F,1993-04-01,Business Owner,Middle,9000000579
C00581,Citizen_581,M,1983-05-17,Farmer,High,9000000580
C00582,Citizen_582,F,1962-11-09,Retired,Middle,9000000581
C00583,Citizen_583,M,2004-12-09,Business Owner,High,9000000582
C00584,Citizen_584,M,1996-01-28,Retired,High,9000000583
C00585,Citizen_585,F,1991-03-16,Agricultural Labour,Low,9000000584
C00586,Citizen_586,F,1961-10-23,Private Employee,High,9000000585
C00587,Citizen_587,M,1968-02-14,Agricultural Labour,Low,9000000586
C00588,Citizen_588,F,2000-12-02,Student,Low,9000000587
C00589,Citizen_589,F,1972-11-20,Farmer,Middle,9000000588
C00590,Citizen_590,F,2005-03-19,Student,High,9000000589
C00591,Citizen_591,M,2002-07-14,Farmer,Low,9000000590
C00592,Citizen_592,M,2008-09-05,Business Owner,Low,9000000591
C00593,Citizen_593,M,1988-01-09,Government Employee,High,9000000592
C00594,Citizen_594,F,1971-11-24,Farmer,Middle,9000000593
C00595,Citizen_595,F,1995-06-04,Student,Middle,9000000594
C00596,Citizen_596,M,1996-08-03,Agricultural Labour,Low,9000000595
C00597,Citizen_597,M,2006-02-06,Student,High,9000000596
C00598,Citizen_598,M,2009-03-26,Farmer,Low,9000000597
C00599,Citizen_599,F,1989-02-24,Government Employee,Middle,9000000598
C00600,Citizen_600,M,2007-12-05,Business Owner,Low,9000000599
C00601,Citizen_601,F,2005-05-06,Business Owner,Low,9000000600
C00602,Citizen_602,F,1986-04-27,Government Employee,Middle,9000000601
C00603,Citizen_603,M,1971-05-09,Retired,Middle,9000000602
C00604,Citizen_604,M,1991-06-19,Student,Middle,9000000603
C00605,Citizen_605,F,2000-11-27,Private Employee,Low,9000000604
C00606,Citizen_606,F,1969-09-19,Government Employee,High,9000000605
C00607,Citizen_607,F,1982-11-26,Business Owner,Low,9000000606
C00608,Citizen_608,F,2004-09-18,Business Owner,Low,9000000607
C00609,Citizen_609,M,1976-04-15,Business Owner,Low,9000000608
C00610,Citizen_610,M,1993-11-21,Private Employee,Middle,9000000609
C00611,Citizen_611,M,1989-10-11,Student,High,9000000610
C00612,Citizen_612,F,2002-10-02,Student,High,9000000611
C00613,Citizen_613,M,2000-06-28,Farmer,Low,9000000612
C00614,Citizen_614,F,1990-06-11,Agricultural Labour,Low,9000000613
C00615,Citizen_615,F,1979-03-15,Private Employee,Low,9000000614
C00616,Citizen_616,F,1999-08-19,Unemployed,High,9000000615
C00617,Citizen_617,F,1990-04-09,Student,High,9000000616
C00618,Citizen_618,F,1990-11-13,Business Owner,Low,9000000617
C00619,Citizen_619,M,2008-09-04,Unemployed,Middle,9000000618
C00620,Citizen_620,F,1996-07-19,Farmer,Low,9000000619
C00621,Citizen_621,M,1979-10-23,Government Employee,High,9000000620
C00622,Citizen_622,M,1968-11-11,Farmer,Low,9000000621
C00623,Citizen_623,F,2010-03-26,Student,Middle,9000000622
C00624,Citizen_624,F,1970-08-01,Private Employee,Low,9000000623
C00625,Citizen_625,M,1979-05-03,Private Employee,Low,9000000624
C00626,Citizen_626,M,1987-02-24,Government Employee,Low,9000000625
C00627,Citizen_627,F,1960-08-06,Student,Low,9000000626
C00628,Citizen_628,F,1995-11-13,Government Employee,Middle,9000000627
C00629,Citizen_629,F,1989-12-08,Agricultural Labour,Middle,9000000628
C00630,Citizen_630,M,1980-03-13,Student,Middle,9000000629
C00631,Citizen_631,F,1998-07-18,Agricultural Labour,Middle,9000000630
C00632,Citizen_632,F,2002-12-19,Farmer,Low,9000000631
C00633,Citizen_633,M,2009-04-12,Student,Middle,9000000632
C00634,Citizen_634,M,1999-10-25,Unemployed,Low,9000000633
C00635,Citizen_635,M,1968-08-07,Farmer,Low,9000000634
C00636,Citizen_636,F,1987-02-11,Unemployed,High,9000000635
C00637,Citizen_637,M,1987-03-10,Business Owner,Middle,9000000636
C00638,Citizen_638,F,1962-05-14,Private Employee,Low,9000000637
C00639,Citizen_639,F,2003-09-27,Agricultural Labour,Middle,9000000638
C00640,Citizen_640,M,1982-11-24,Agricultural Labour,High,9000000639
C00641,Citizen_641,F,1960-03-11,Private Employee,High,9000000640
C00642,Citizen_642,F,2003-08-01,Retired,High,9000000641
C00643,Citizen_643,F,1987-01-10,Unemployed,Middle,9000000642
C00644,Citizen_644,M,1998-08-17,Student,Middle,9000000643
C00645,Citizen_645,F,1994-06-04,Private Employee,Middle,9000000644
C00646,Citizen_646,F,2003-02-05,Farmer,Middle,9000000645
C00647,Citizen_647,F,1972-09-27,Retired,Middle,9000000646
C00648,Citizen_648,M,1989-05-02,Agricultural Labour,Middle,9000000647
C00649,Citizen_649,F,1983-01-20,Student,Middle,9000000648
C00650,Citizen_650,F,1981-11-10,Farmer,High,9000000649
C00651,Citizen_651,F,1971-05-12,Unemployed,Low,9000000650
C00652,Citizen_652,F,1980-05-21,Farmer,High,9000000651
C00653,Citizen_653,M,1982-12-02,Unemployed,Low,9000000652
C00654,Citizen_654,M,1965-09-04,Private Employee,High,9000000653
C00655,Citizen_655,M,2000-08-14,Business Owner,Middle,9000000654
C00656,Citizen_656,F,2004-10-08,Retired,Low,9000000655
C00657,Citizen_657,M,1980-06-02,Private Employee,High,9000000656
C00658,Citizen_658,M,1984-09-24,Agricultural Labour,Middle,9000000657
C00659,Citizen_659,F,1987-07-01,Private Employee,High,9000000658
C00660,Citizen_660,F,2006-11-24,Agricultural Labour,Middle,9000000659
C00661,Citizen_661,M,2010-04-19,Business Owner,Middle,9000000660
C00662,Citizen_662,M,2004-01-12,Retired,Low,9000000661
C00663,Citizen_663,F,1977-12-23,Private Employee,Middle,9000000662
C00664,Citizen_664,M,1998-07-06,Business Owner,Middle,9000000663
C00665,Citizen_665,M,1986-04-01,Unemployed,High,9000000664
C00666,Citizen_666,M,1977-05-15,Student,Low,9000000665
C00667,Citizen_667,M,1974-01-23,Student,Low,9000000666
C00668,Citizen_668,M,1999-05-24,Retired,High,9000000667
C00669,Citizen_669,F,2000-10-11,Unemployed,Middle,9000000668
C00670,Citizen_670,M,1981-06-11,Student,Middle,9000000669
C00671,Citizen_671,M,1989-12-16,Government Employee,High,9000000670
C00672,Citizen_672,M,2003-07-09,Unemployed,Low,9000000671
C00673,Citizen_673,M,2000-08-18,Student,Low,9000000672
C00674,Citizen_674,M,2007-09-12,Business Owner,Middle,9000000673
C00675,Citizen_675,F,1988-11-15,Farmer,Low,9000000674
C00676,Citizen_676,M,1999-06-19,Unemployed,Middle,9000000675
C00677,Citizen_677,M,2008-05-18,Retired,Low,9000000676
C00678,Citizen_678,F,1994-03-13,Agricultural Labour,Low,9000000677
C00679,Citizen_679,F,1973-04-04,Business Owner,Low,9000000678
C00680,Citizen_680,M,2009-12-13,Unemployed,Middle,9000000679
C00681,Citizen_681,M,1986-10-09,Student,Middle,9000000680
C00682,Citizen_682,M,2002-11-21,Student,High,9000000681
C00683,Citizen_683,F,1974-07-16,Retired,Middle,9000000682
C00684,Citizen_684,F,1970-03-13,Business Owner,Low,9000000683
C00685,Citizen_685,F,2008-08-21,Private Employee,High,9000000684
C00686,Citizen_686,M,1984-10-21,Unemployed,Middle,9000000685
C00687,Citizen_687,F,1972-11-01,Government Employee,Low,9000000686
C00688,Citizen_688,M,1998-10-24,Unemployed,Low,9000000687
C00689,Citizen_689,F,1999-04-06,Retired,High,9000000688
C00690,Citizen_690,M,1983-01-24,Unemployed,High,9000000689
C00691,Citizen_691,M,1970-08-12,Government Employee,Low,9000000690
C00692,Citizen_692,F,2005-04-11,Private Employee,Middle,9000000691
C00693,Citizen_693,M,1961-04-19,Retired,Middle,9000000692
C00694,Citizen_694,M,2003-10-15,Government Employee,Low,9000000693
C00695,Citizen_695,F,1992-11-04,Student,Low,9000000694
C00696,Citizen_696,M,1989-12-03,Farmer,High,9000000695
C00697,Citizen_697,M,2003-11-14,Retired,Middle,9000000696
C00698,Citizen_698,M,2010-07-09,Agricultural Labour,High,9000000697
C00699,Citizen_699,M,1988-08-27,Farmer,Middle,9000000698
C00700,Citizen_700,F,2006-01-12,Unemployed,High,9000000699
C00701,Citizen_701,F,1987-02-04,Private Employee,Middle,9000000700
C00702,Citizen_702,M,2006-03-12,Unemployed,High,9000000701
C00703,Citizen_703,F,1969-04-26,Retired,Low,9000000702
C00704,Citizen_704,F,1966-06-21,Agricultural Labour,Middle,9000000703
C00705,Citizen_705,F,2008-04-25,Business Owner,Middle,9000000704
C00706,Citizen_706,F,2004-08-11,Retired,High,9000000705
C00707,Citizen_707,F,1996-05-20,Farmer,Low,9000000706
C00708,Citizen_708,M,1993-05-01,Government Employee,Middle,9000000707
C00709,Citizen_709,F,2005-05-10,Private Employee,High,9000000708
C00710,Citizen_710,F,1990-12-15,Business Owner,Low,9000000709
C00711,Citizen_711,M,1969-10-10,Unemployed,Middle,9000000710
C00712,Citizen_712,M,1961-04-19,Business Owner,Low,9000000711
C00713,Citizen_713,M,1976-06-24,Unemployed,Middle,9000000712
C00714,Citizen_714,M,1982-11-05,Student,High,9000000713
C00715,Citizen_715,F,1984-08-21,Private Employee,High,9000000714
C00716,Citizen_716,F,1971-08-13,Farmer,High,9000000715
C00717,Citizen_717,M,1981-04-10,Government Employee,Low,9000000716
C00718,Citizen_718,M,1977-10-25,Agricultural Labour,High,9000000717
C00719,Citizen_719,M,1982-08-15,Farmer,High,9000000718
C00720,Citizen_720,M,2007-04-12,Farmer,Middle,9000000719
C00721,Citizen_721,M,1981-09-03,Business Owner,High,9000000720
C00722,Citizen_722,M,1963-08-19,Government Employee,Low,9000000721
C00723,Citizen_723,F,2007-03-23,Government Employee,Low,9000000722
C00724,Citizen_724,F,1971-01-20,Business Owner,High,9000000723
C00725,Citizen_725,F,1965-12-07,Agricultural Labour,Low,9000000724
C00726,Citizen_726,F,1963-04-08,Government Employee,High,9000000725
C00727,Citizen_727,F,1989-02-18,Farmer,Middle,9000000726
C00728,Citizen_728,M,1972-08-04,Retired,Low,9000000727
C00729,Citizen_729,F,1972-02-18,Government Employee,High,9000000728
C00730,Citizen_730,F,1979-10-01,Unemployed,Low,9000000729
C00731,Citizen_731,F,2009-11-07,Retired,Low,9000000730
C00732,Citizen_732,F,2008-07-20,Business Owner,Middle,9000000731
